transaction_id,date,account_type,amount,transaction_type,branch,is_true_anomaly
24799,2024-05-07,Penjualan,2786529.2516827337,credit,Bandung,0
24800,2024-10-30,Penjualan,2224044.748605229,debit,Medan,0
24801,2024-01-11,Penjualan,1957555.359820323,credit,Medan,0
24802,2024-03-21,Biaya Operasional,1508437.3069701397,credit,Medan,0
24803,2024-09-17,Gaji,1997109.1388585535,debit,Medan,0
24804,2024-01-06,Gaji,2239458.6517811622,credit,Surabaya,0
24805,2024-08-09,Kas,969380.7643767003,debit,Medan,0
24806,2024-10-24,Kas,1662621.8610943635,debit,Surabaya,0
24807,2024-03-21,Biaya Operasional,2010699.354221351,credit,Jakarta,0
24808,2024-01-03,Gaji,1761141.986881734,credit,Bandung,0
24809,2024-02-29,Kas,2811149.8258192013,credit,Bandung,0
24810,2024-08-08,Pembelian,1264425.2653559402,debit,Jakarta,0
24811,2024-12-14,Gaji,992451.8372392141,credit,Bandung,0
24812,2024-02-18,Penjualan,3006596.515072924,credit,Surabaya,0
24813,2024-08-15,Gaji,1933957.0288061562,debit,Surabaya,0
24814,2024-10-16,Pembelian,1540327.7657047056,debit,Bandung,0
24815,2024-12-29,Penjualan,2542407.1221543746,credit,Medan,1
24816,2024-10-24,Gaji,1817271.8265959732,debit,Bandung,0
24817,2024-07-11,Penjualan,1942758.531615276,credit,Bandung,0
24818,2024-09-13,Penjualan,2002304.028401513,credit,Medan,0
24819,2024-04-12,Biaya Operasional,2535580.961184919,credit,Jakarta,0
24820,2024-05-25,Pembelian,2056828.1085150652,debit,Medan,0
24821,2024-10-16,Biaya Operasional,2536999.212859071,debit,Medan,0
24822,2024-09-13,Gaji,2397506.611645781,debit,Jakarta,0
24823,2024-11-04,Penjualan,1436837.4065027568,credit,Jakarta,0
24824,2024-10-04,Gaji,2138257.6230459576,credit,Jakarta,0
24825,2024-07-07,Gaji,1603285.014578288,credit,Jakarta,0
24826,2024-06-26,Biaya Operasional,2368793.945942746,credit,Bandung,0
24827,2024-01-16,Gaji,1890836.4945210083,debit,Jakarta,0
24828,2024-03-26,Pembelian,1956657.7549427678,debit,Surabaya,0
24829,2024-09-04,Penjualan,1214825.3404347696,debit,Jakarta,0
24830,2024-08-04,Kas,1762956.9005723705,credit,Medan,0
24831,2024-02-11,Pembelian,1189444.9244167428,debit,Medan,0
24832,2024-07-12,Kas,1447065.9921296907,credit,Bandung,0
24833,2024-11-22,Kas,1788030.4907175917,credit,Surabaya,0
24834,2024-06-11,Biaya Operasional,2387911.0388228334,credit,Medan,0
24835,2024-10-02,Kas,1135874.4448534232,debit,Bandung,0
24836,2024-12-29,Penjualan,1198652.0303865874,debit,Surabaya,0
24837,2024-05-09,Biaya Operasional,2419896.6291205,debit,Medan,0
24838,2024-09-19,Pembelian,2103142.305909019,debit,Medan,0
24839,2024-06-25,Pembelian,2463777.0503530335,credit,Bandung,0
24840,2024-09-21,Pembelian,2239326.200318338,debit,Bandung,0
24841,2024-01-27,Gaji,2207713.6966776396,debit,Medan,0
24842,2024-03-25,Biaya Operasional,1808546.7661035648,credit,Jakarta,0
24843,2024-07-14,Biaya Operasional,1466065.0051430059,debit,Jakarta,0
24844,2024-11-11,Biaya Operasional,2521084.126484667,debit,Jakarta,0
24845,2024-08-30,Penjualan,2151374.739071326,debit,Medan,0
24846,2024-12-07,Biaya Operasional,2362679.1740834867,debit,Medan,0
24847,2024-06-25,Penjualan,2927724.972583331,debit,Bandung,0
24848,2024-05-09,Pembelian,1853719.7393072534,debit,Medan,0
24849,2024-05-24,Gaji,2248101.8556818445,debit,Medan,0
24850,2024-03-23,Kas,2191218.341409954,debit,Jakarta,0
24851,2024-12-25,Gaji,2321341.5518800938,debit,Jakarta,0
24852,2024-03-28,Gaji,2417213.8816445144,debit,Medan,0
24853,2024-01-20,Gaji,3170540.978597104,credit,Medan,1
24854,2024-08-17,Kas,1994623.6507885207,credit,Bandung,0
24855,2024-05-05,Penjualan,1662743.063735344,debit,Surabaya,0
24856,2024-12-19,Pembelian,1617089.805468309,debit,Medan,0
24857,2024-02-20,Gaji,2471798.384020209,debit,Medan,1
24858,2024-03-28,Pembelian,2408912.764981784,credit,Surabaya,0
24859,2024-06-18,Penjualan,1634502.8683076084,debit,Jakarta,0
24860,2024-03-03,Pembelian,1921033.1342670147,debit,Surabaya,0
24861,2024-03-29,Penjualan,2683302.04166777,credit,Jakarta,0
24862,2024-07-07,Kas,1966037.493407687,credit,Medan,0
24863,2024-07-08,Kas,2162591.682043102,debit,Jakarta,0
24864,2024-03-29,Pembelian,2413436.3117642906,credit,Bandung,0
24865,2024-12-13,Pembelian,2344179.3138039825,debit,Jakarta,0
24866,2024-11-27,Gaji,1600294.6380789927,debit,Jakarta,0
24867,2024-01-26,Gaji,3227108.565564997,debit,Bandung,0
24868,2024-06-24,Pembelian,2430394.2276928453,credit,Medan,0
24869,2024-12-29,Gaji,2282024.432947641,debit,Jakarta,0
24870,2024-09-20,Pembelian,2516511.428285986,credit,Medan,0
24871,2024-02-11,Biaya Operasional,2195435.447044235,credit,Surabaya,0
24872,2024-04-28,Gaji,1966974.5206731057,debit,Medan,0
24873,2024-06-17,Pembelian,1628147.3806057852,debit,Surabaya,0
24874,2024-04-17,Biaya Operasional,1400099.0967053855,debit,Medan,0
24875,2024-05-26,Gaji,1425819.4488054723,debit,Medan,0
24876,2024-06-24,Kas,2359133.9495107755,debit,Jakarta,0
24877,2024-07-07,Pembelian,2756697.052542488,debit,Jakarta,0
24878,2024-06-08,Kas,1527411.0810099524,credit,Surabaya,0
24879,2024-10-28,Gaji,1772274.1908402976,debit,Surabaya,0
24880,2024-12-13,Biaya Operasional,1916721.8457797507,debit,Bandung,0
24881,2024-03-14,Pembelian,2750895.049498898,credit,Surabaya,0
24882,2024-12-17,Biaya Operasional,2166762.777612778,credit,Jakarta,0
24883,2024-01-18,Kas,2348836.095126205,credit,Medan,0
24884,2024-05-19,Pembelian,2699608.190815286,debit,Surabaya,0
24885,2024-04-24,Kas,1647654.1056720489,debit,Jakarta,0
24886,2024-11-23,Kas,2310835.319108521,credit,Medan,0
24887,2024-08-12,Biaya Operasional,2199633.2990874043,debit,Surabaya,0
24888,2024-02-15,Gaji,2140795.5928269336,credit,Jakarta,0
24889,2024-02-07,Kas,1762608.4753132828,credit,Bandung,0
24890,2024-07-24,Kas,2515742.9812969975,credit,Medan,0
24891,2024-01-09,Penjualan,2008681.730843425,debit,Medan,0
24892,2024-09-09,Biaya Operasional,2224028.2297759,credit,Medan,0
24893,2024-04-17,Kas,2624641.431607754,debit,Bandung,0
24894,2024-04-07,Penjualan,1083587.022319583,credit,Medan,0
24895,2024-10-01,Biaya Operasional,1543954.794060617,debit,Bandung,0
24896,2024-03-11,Pembelian,1723465.0706152509,debit,Jakarta,0
24897,2024-02-08,Gaji,1831201.0264548613,debit,Surabaya,0
24898,2024-10-24,Biaya Operasional,1828077.2842243756,credit,Surabaya,0
24899,2024-03-30,Kas,2194890.505328637,debit,Medan,0
24900,2024-08-06,Penjualan,1862977.9020147526,debit,Surabaya,0
24901,2024-04-16,Penjualan,2014075.9667824637,credit,Medan,0
24902,2024-04-05,Pembelian,2865800.6063505085,debit,Bandung,0
24903,2024-02-01,Gaji,1936590.1086653986,debit,Jakarta,1
24904,2024-05-05,Kas,1468105.1569561423,debit,Medan,0
24905,2024-05-26,Biaya Operasional,2334798.7622874756,credit,Medan,0
24906,2024-10-06,Pembelian,2111661.066703549,credit,Jakarta,0
24907,2024-01-24,Gaji,3504909.557333849,debit,Bandung,1
24908,2024-07-27,Gaji,1749188.0468279375,credit,Medan,0
24909,2024-04-29,Kas,2300690.430433232,debit,Bandung,0
24910,2024-09-30,Pembelian,2045161.8001036926,debit,Jakarta,0
24911,2024-05-19,Pembelian,2443475.551537611,debit,Jakarta,0
24912,2024-12-29,Kas,1801821.3732596003,credit,Jakarta,1
24913,2024-12-08,Pembelian,2799653.0953894155,debit,Bandung,0
24914,2024-03-22,Penjualan,1772056.083375927,credit,Surabaya,0
24915,2024-07-26,Penjualan,3407962.143842619,credit,Bandung,0
24916,2024-02-02,Kas,1561955.1965358898,credit,Surabaya,0
24917,2024-01-24,Kas,1561578.15255821,debit,Medan,0
24918,2024-03-01,Penjualan,1122394.3094999578,debit,Surabaya,0
24919,2024-11-06,Biaya Operasional,3205360.1380073167,debit,Medan,0
24920,2024-07-07,Kas,2292905.847132412,debit,Jakarta,0
24921,2024-03-24,Penjualan,2537786.78056833,credit,Bandung,0
24922,2024-08-12,Biaya Operasional,1791287.1196332194,debit,Medan,0
24923,2024-06-16,Biaya Operasional,1806615.9589421635,credit,Surabaya,0
24924,2024-07-04,Penjualan,2874043.815702916,credit,Medan,0
24925,2024-03-12,Penjualan,2335846.105581958,credit,Surabaya,0
24926,2024-03-14,Pembelian,3235987.83741309,debit,Medan,0
24927,2024-12-06,Biaya Operasional,3238860.3960527624,debit,Bandung,0
24928,2024-06-01,Gaji,2173726.6455384763,debit,Surabaya,0
24929,2024-04-05,Pembelian,2572372.7606895044,debit,Surabaya,0
24930,2024-02-22,Pembelian,1056817.4895779137,credit,Surabaya,0
24931,2024-06-22,Biaya Operasional,2223976.8406105577,credit,Jakarta,0
24932,2024-04-19,Biaya Operasional,1758503.2564249216,credit,Medan,0
24933,2024-11-11,Biaya Operasional,2061781.79912047,debit,Medan,0
24934,2024-02-20,Kas,2006478.1926839778,debit,Bandung,0
24935,2024-09-09,Penjualan,1993588.3083069054,debit,Surabaya,0
24936,2024-03-13,Penjualan,2837155.6027033348,credit,Surabaya,0
24937,2024-12-29,Penjualan,2096030.7590095447,credit,Medan,1
24938,2024-07-30,Biaya Operasional,1475825.4141287373,credit,Jakarta,0
24939,2024-09-07,Pembelian,2099372.3863478694,debit,Bandung,0
24940,2024-06-16,Biaya Operasional,1845898.9092440533,credit,Medan,0
24941,2024-09-19,Biaya Operasional,2569379.9765613526,debit,Jakarta,0
24942,2024-11-26,Pembelian,1744264.7597181387,debit,Jakarta,0
24943,2024-08-17,Gaji,2376226.211039904,credit,Bandung,0
24944,2024-08-26,Kas,2181247.3460474624,debit,Bandung,0
24945,2024-10-01,Gaji,2254428.4776733466,credit,Medan,0
24946,2024-12-29,Biaya Operasional,1449198.3611029987,debit,Bandung,1
24947,2024-03-10,Penjualan,1814794.1566256094,debit,Jakarta,0
24948,2024-11-07,Penjualan,2247598.487032289,debit,Surabaya,0
24949,2024-06-22,Pembelian,1646959.6334287485,credit,Jakarta,0
24950,2024-12-01,Biaya Operasional,2464724.5245658625,debit,Jakarta,0
24951,2024-04-18,Pembelian,2033299.4949044478,debit,Surabaya,0
24952,2024-07-21,Pembelian,2676835.5451130215,credit,Jakarta,0
24953,2024-07-03,Kas,1426935.4426308689,credit,Jakarta,0
24954,2024-10-17,Pembelian,3410430.1074112463,credit,Medan,1
24955,2024-11-23,Biaya Operasional,1954478.9039676194,debit,Surabaya,0
24956,2024-04-01,Kas,2039364.2386638229,debit,Jakarta,0
24957,2024-09-15,Penjualan,2940764.2646793546,credit,Medan,1
24958,2024-11-17,Kas,2320782.878367481,credit,Bandung,0
24959,2024-12-29,Biaya Operasional,1048297.0966937774,debit,Medan,1
24960,2024-02-21,Gaji,1892097.122519781,credit,Bandung,0
24961,2024-12-14,Kas,1212206.699582735,debit,Bandung,0
24962,2024-06-29,Gaji,1909900.3833247276,credit,Medan,0
24963,2024-10-29,Kas,1988810.0699201063,credit,Medan,0
24964,2024-01-03,Kas,2401189.3569838097,debit,Jakarta,0
24965,2024-03-24,Pembelian,2676512.386132446,credit,Bandung,0
24966,2024-08-01,Gaji,1860116.1538851992,debit,Bandung,0
24967,2024-02-03,Gaji,1126799.6776251174,credit,Medan,0
24968,2024-02-19,Kas,1979849.760048058,credit,Bandung,0
24969,2024-10-15,Biaya Operasional,1103903.1877424926,credit,Bandung,0
24970,2024-11-24,Biaya Operasional,1036975.5083652087,debit,Surabaya,0
24971,2024-09-15,Gaji,1671562.8316444128,credit,Jakarta,0
24972,2024-09-14,Pembelian,1154897.2893718607,credit,Medan,0
24973,2024-09-28,Pembelian,1429062.4750951373,debit,Jakarta,0
24974,2024-06-30,Biaya Operasional,2260490.4215499815,debit,Medan,0
24975,2024-02-02,Pembelian,1658343.9195480784,credit,Medan,0
24976,2024-09-21,Kas,2423235.3741121767,credit,Medan,0
24977,2024-11-08,Kas,2391394.5749639994,credit,Bandung,0
24978,2024-02-09,Gaji,2090916.9414301906,debit,Jakarta,0
24979,2024-11-03,Penjualan,1769156.9529046838,credit,Bandung,0
24980,2024-07-28,Biaya Operasional,2162012.5084467577,credit,Jakarta,0
24981,2024-09-28,Biaya Operasional,2902900.184003026,debit,Jakarta,0
24982,2024-05-15,Penjualan,2199161.067827499,debit,Medan,0
24983,2024-03-27,Pembelian,1954002.458605567,credit,Medan,0
24984,2024-02-29,Kas,1965687.4778430876,credit,Bandung,0
24985,2024-06-12,Kas,2054215.4825647953,debit,Medan,0
24986,2024-01-03,Biaya Operasional,2052262.9863454464,debit,Bandung,0
24987,2024-01-15,Biaya Operasional,2180691.7115690396,credit,Bandung,0
24988,2024-04-11,Pembelian,1212666.6546731165,debit,Bandung,0
24989,2024-09-11,Pembelian,2633486.7949511227,debit,Medan,0
24990,2024-08-12,Gaji,1976448.4064791244,debit,Medan,1
24991,2024-07-28,Pembelian,2576412.8476637783,debit,Medan,0
24992,2024-01-23,Penjualan,809601.898096039,credit,Surabaya,0
24993,2024-08-22,Kas,1077048.8094620062,debit,Medan,0
24994,2024-05-10,Biaya Operasional,2581737.579095667,credit,Jakarta,0
24995,2024-06-06,Penjualan,1997290.6010425517,credit,Jakarta,0
24996,2024-06-21,Penjualan,1734993.523375449,credit,Medan,0
24997,2024-01-17,Gaji,1708272.414739226,credit,Jakarta,0
24998,2024-11-09,Biaya Operasional,1995722.5155949898,credit,Surabaya,0
24999,2024-07-03,Gaji,3152820.955816327,credit,Medan,0
25000,2024-11-29,Penjualan,580984.6663885731,credit,Jakarta,0
25001,2024-07-02,Biaya Operasional,1435316.8844146463,debit,Jakarta,0
25002,2024-05-22,Gaji,1475640.5537128593,debit,Jakarta,0
25003,2024-02-13,Kas,2619842.247246832,credit,Jakarta,0
25004,2024-01-12,Biaya Operasional,2688016.767187007,debit,Medan,0
25005,2024-01-08,Gaji,1906915.0278683016,credit,Bandung,0
25006,2024-03-20,Pembelian,2395176.5609272025,debit,Surabaya,0
25007,2024-10-23,Biaya Operasional,1718786.2178442061,credit,Medan,0
25008,2024-06-10,Pembelian,2642540.2269066847,debit,Medan,0
25009,2024-10-28,Biaya Operasional,2208042.1460776227,debit,Surabaya,0
25010,2024-08-03,Gaji,1861781.7361012776,credit,Jakarta,0
25011,2024-09-04,Gaji,785533.038560736,credit,Jakarta,0
25012,2024-01-29,Biaya Operasional,1818775.8325915812,credit,Jakarta,0
25013,2024-09-28,Gaji,1813693.3467829605,debit,Bandung,1
25014,2024-05-12,Gaji,1981160.180128899,credit,Surabaya,0
25015,2024-01-05,Biaya Operasional,2045789.6411160866,credit,Surabaya,0
25016,2024-08-31,Biaya Operasional,1803652.9873402226,debit,Surabaya,0
25017,2024-01-30,Kas,1764678.5461896053,credit,Bandung,0
25018,2024-04-26,Pembelian,2463990.3640561,credit,Jakarta,0
25019,2024-06-26,Kas,1198178.6929651736,debit,Jakarta,0
25020,2024-09-17,Pembelian,1534107.069740842,credit,Medan,0
25021,2024-08-22,Pembelian,1775455.4461264308,debit,Bandung,0
25022,2024-05-20,Kas,1538139.6066776065,credit,Bandung,0
25023,2024-10-31,Penjualan,2214747.723205325,credit,Jakarta,0
25024,2024-12-10,Biaya Operasional,1536739.2981456614,credit,Bandung,0
25025,2024-02-19,Gaji,1752400.116574391,debit,Surabaya,0
25026,2024-09-26,Biaya Operasional,2413697.783922394,credit,Jakarta,0
25027,2024-04-17,Kas,2391812.3101513484,credit,Bandung,0
25028,2024-02-15,Penjualan,1915598.5616444978,debit,Medan,0
25029,2024-03-22,Gaji,1960458.7548730024,credit,Bandung,0
25030,2024-05-05,Gaji,1660519.136267512,debit,Medan,0
25031,2024-03-24,Penjualan,2469723.0939613595,credit,Bandung,0
25032,2024-10-16,Gaji,2006694.8890138925,credit,Surabaya,0
25033,2024-03-11,Gaji,2316290.854186516,credit,Bandung,0
25034,2024-06-23,Penjualan,2052431.2384423674,credit,Bandung,0
25035,2024-11-11,Kas,1965003.7420597153,credit,Medan,0
25036,2024-11-25,Kas,995956.3001959566,credit,Medan,0
25037,2024-12-02,Gaji,1426157.0457558022,credit,Bandung,0
25038,2024-12-19,Kas,1828989.6524490074,debit,Jakarta,0
25039,2024-03-31,Kas,1112952.9946863311,debit,Surabaya,0
25040,2024-12-16,Gaji,1596125.4269394623,credit,Surabaya,0
25041,2024-09-05,Gaji,2098567.7492174846,credit,Medan,0
25042,2024-05-11,Kas,1281046.0758880829,credit,Surabaya,0
25043,2024-06-17,Pembelian,2418900.2582482863,debit,Medan,0
25044,2024-02-29,Penjualan,2897303.885309169,debit,Jakarta,0
25045,2024-12-02,Kas,2055758.7944753596,debit,Medan,0
25046,2024-08-28,Kas,1771070.6939754228,debit,Bandung,0
25047,2024-07-08,Pembelian,2380659.8987717065,credit,Medan,0
25048,2024-12-05,Biaya Operasional,2301751.3095609047,debit,Jakarta,0
25049,2024-10-07,Biaya Operasional,1702229.6994593274,credit,Bandung,0
25050,2024-08-19,Penjualan,1722416.0778816158,credit,Bandung,0
25051,2024-10-15,Gaji,1768536.7899468588,debit,Surabaya,0
25052,2024-10-01,Kas,2482362.5821724543,credit,Surabaya,0
25053,2024-11-08,Pembelian,1532666.1264965509,credit,Jakarta,0
25054,2024-01-15,Gaji,2213690.678608758,credit,Bandung,0
25055,2024-02-10,Gaji,2009663.2622971418,credit,Medan,0
25056,2024-07-26,Biaya Operasional,2239721.5630773385,credit,Surabaya,0
25057,2024-02-29,Kas,1720251.5813847864,debit,Jakarta,0
25058,2024-12-30,Penjualan,1796843.0161979003,debit,Medan,0
25059,2024-08-27,Pembelian,2326712.2745362446,credit,Surabaya,0
25060,2024-12-29,Kas,1317027.8113903913,credit,Medan,1
25061,2024-10-04,Gaji,1530537.0996193998,debit,Surabaya,0
25062,2024-06-08,Gaji,667749.4606642418,credit,Bandung,0
25063,2024-10-08,Penjualan,2724608.517780809,credit,Medan,0
25064,2024-07-27,Biaya Operasional,1936505.3328713547,debit,Jakarta,0
25065,2024-05-12,Penjualan,1902109.831322127,credit,Surabaya,0
25066,2024-04-06,Penjualan,2366930.8784282375,credit,Medan,0
25067,2024-08-06,Kas,1818385.4142989041,debit,Surabaya,0
25068,2024-03-11,Biaya Operasional,1616907.4388092472,credit,Jakarta,0
25069,2024-09-30,Gaji,1973028.636469231,credit,Bandung,0
25070,2024-12-16,Biaya Operasional,2450590.6086658463,credit,Surabaya,0
25071,2024-05-13,Kas,1968182.5898516057,debit,Medan,0
25072,2024-03-06,Kas,2052413.305297451,debit,Bandung,0
25073,2024-05-06,Penjualan,1709214.4208676552,credit,Bandung,0
25074,2024-07-23,Kas,1939953.9768941093,credit,Medan,0
25075,2024-10-24,Biaya Operasional,2575360.4852409703,credit,Surabaya,0
25076,2024-04-26,Penjualan,1510214.8915180692,credit,Medan,0
25077,2024-09-23,Penjualan,1733919.3502106941,debit,Medan,0
25078,2024-10-08,Penjualan,2825910.647845537,credit,Medan,0
25079,2024-05-28,Biaya Operasional,2062517.4634809506,credit,Surabaya,0
25080,2024-07-12,Penjualan,1250428.4938449683,debit,Medan,0
25081,2024-06-16,Pembelian,3063214.04561438,debit,Bandung,0
25082,2024-11-07,Pembelian,1493977.0993411161,debit,Bandung,0
25083,2024-06-27,Biaya Operasional,651530.2928833372,debit,Jakarta,0
25084,2024-05-27,Gaji,1689447.7692204728,debit,Medan,0
25085,2024-02-26,Gaji,1456501.6871614135,debit,Surabaya,0
25086,2024-01-05,Penjualan,2359186.6079571326,credit,Jakarta,0
25087,2024-01-14,Biaya Operasional,2696234.5729739955,debit,Bandung,0
25088,2024-10-06,Penjualan,3452460.293499468,credit,Surabaya,1
25089,2024-11-19,Penjualan,2220946.7412188146,debit,Bandung,0
25090,2024-10-30,Pembelian,2049383.316482931,debit,Bandung,0
25091,2024-08-03,Kas,2646065.9443023955,debit,Medan,0
25092,2024-06-23,Biaya Operasional,1854639.9406327843,credit,Medan,0
25093,2024-11-11,Kas,1212901.6568549073,credit,Surabaya,0
25094,2024-01-03,Pembelian,1911707.73286221,debit,Bandung,0
25095,2024-05-16,Kas,589702.5117887284,debit,Medan,0
25096,2024-04-09,Pembelian,1637599.6664922996,debit,Medan,0
25097,2024-03-23,Gaji,1620999.048697269,credit,Jakarta,0
25098,2024-10-06,Pembelian,1360988.1410631458,debit,Surabaya,0
25099,2024-05-11,Biaya Operasional,2513348.7503692494,debit,Bandung,0
25100,2024-01-01,Gaji,1845825.69141394,debit,Surabaya,1
25101,2024-12-29,Penjualan,2239120.001812059,credit,Bandung,1
25102,2024-07-20,Biaya Operasional,1891721.3652395543,debit,Medan,0
25103,2024-05-19,Biaya Operasional,2100097.497426166,debit,Surabaya,0
25104,2024-05-25,Biaya Operasional,1492680.0282679063,credit,Bandung,0
25105,2024-09-22,Kas,1970694.1262049025,credit,Jakarta,0
25106,2024-07-20,Kas,2765383.9735116865,credit,Bandung,0
25107,2024-05-31,Penjualan,1371988.3795076502,debit,Medan,0
25108,2024-08-09,Kas,2929075.8062749985,debit,Medan,0
25109,2024-03-19,Biaya Operasional,2672646.214230801,credit,Bandung,0
25110,2024-07-18,Pembelian,1855056.8909760234,credit,Medan,0
25111,2024-09-06,Penjualan,2315566.301079687,debit,Surabaya,0
25112,2024-04-08,Gaji,2166556.4193640146,debit,Medan,1
25113,2024-07-31,Biaya Operasional,1414215.7773954547,credit,Medan,0
25114,2024-05-22,Gaji,2132973.93788608,debit,Bandung,1
25115,2024-07-08,Kas,1962062.3397980062,debit,Bandung,0
25116,2024-10-27,Gaji,1703283.809465252,debit,Surabaya,0
25117,2024-02-21,Biaya Operasional,2402352.2198042856,credit,Medan,0
25118,2024-04-21,Gaji,1625927.8895083747,credit,Jakarta,0
25119,2024-05-14,Biaya Operasional,1706554.64031051,debit,Bandung,0
25120,2024-04-21,Kas,1334563.3791058415,debit,Bandung,0
25121,2024-01-13,Kas,1778439.437517497,credit,Jakarta,0
25122,2024-09-29,Penjualan,2786307.468029301,debit,Jakarta,0
25123,2024-08-20,Gaji,1622690.1884448393,credit,Bandung,0
25124,2024-02-13,Gaji,2445577.259035924,credit,Bandung,0
25125,2024-03-13,Gaji,1909586.3530268597,debit,Jakarta,0
25126,2024-09-17,Gaji,2053392.432765205,debit,Jakarta,0
25127,2024-08-18,Pembelian,1121289.364812729,debit,Surabaya,0
25128,2024-02-02,Penjualan,2456516.9722962114,debit,Surabaya,0
25129,2024-03-08,Penjualan,1734264.0664499232,credit,Medan,0
25130,2024-01-16,Pembelian,2061546.1994557928,credit,Bandung,0
25131,2024-05-29,Gaji,2179125.2357192803,credit,Surabaya,0
25132,2024-10-18,Pembelian,2318890.8601122545,debit,Medan,0
25133,2024-04-11,Gaji,1798222.2594009247,credit,Bandung,0
25134,2024-07-04,Pembelian,943156.6612170164,debit,Bandung,0
25135,2024-01-25,Penjualan,2703630.4001949215,credit,Jakarta,0
25136,2024-03-12,Pembelian,2753832.2748978264,debit,Jakarta,0
25137,2024-03-21,Biaya Operasional,1496629.274964431,debit,Bandung,0
25138,2024-03-01,Gaji,2203838.6734665516,credit,Jakarta,0
25139,2024-01-18,Pembelian,1901442.8588259267,credit,Surabaya,0
25140,2024-08-29,Gaji,2717467.391156392,debit,Jakarta,0
25141,2024-02-27,Kas,1859562.2203366184,debit,Jakarta,0
25142,2024-11-27,Gaji,1612979.6724725887,credit,Jakarta,0
25143,2024-02-26,Pembelian,1444422.4074835968,credit,Bandung,0
25144,2024-04-06,Gaji,2047127.3922319424,debit,Jakarta,0
25145,2024-08-02,Biaya Operasional,1979969.8357921802,credit,Bandung,0
25146,2024-11-14,Biaya Operasional,3006793.5713156187,credit,Bandung,0
25147,2024-01-12,Pembelian,1132384.9832354242,debit,Medan,0
25148,2024-01-11,Pembelian,1493697.449028926,debit,Medan,0
25149,2024-06-11,Gaji,1390866.2969696727,credit,Bandung,0
25150,2024-10-09,Penjualan,1212472.5918228915,credit,Jakarta,0
25151,2024-08-04,Biaya Operasional,1472478.401226083,debit,Surabaya,0
25152,2024-12-25,Biaya Operasional,2447133.2396154823,debit,Medan,0
25153,2024-11-18,Kas,595042.1068817917,debit,Bandung,0
25154,2024-08-28,Kas,1950703.9936386538,credit,Surabaya,0
25155,2024-12-10,Penjualan,2799831.776357799,credit,Medan,0
25156,2024-02-14,Biaya Operasional,1951335.46805661,credit,Surabaya,0
25157,2024-03-21,Pembelian,1654512.1141680083,debit,Surabaya,0
25158,2024-09-11,Biaya Operasional,1863842.575094302,debit,Bandung,0
25159,2024-03-07,Pembelian,1823901.2060187112,debit,Jakarta,0
25160,2024-04-11,Pembelian,2356523.55873644,debit,Bandung,0
25161,2024-03-31,Penjualan,1743173.2421261668,debit,Surabaya,0
25162,2024-02-11,Biaya Operasional,1613891.9644698834,debit,Surabaya,0
25163,2024-10-02,Gaji,1702921.7557426572,credit,Jakarta,0
25164,2024-10-30,Biaya Operasional,3252939.578856832,debit,Jakarta,0
25165,2024-09-30,Biaya Operasional,2117050.8311425326,credit,Medan,0
25166,2024-03-17,Gaji,2891890.7136068875,debit,Bandung,1
25167,2024-08-21,Penjualan,2926229.464707693,credit,Bandung,0
25168,2024-07-20,Gaji,2071191.9599744598,debit,Medan,0
25169,2024-08-08,Gaji,2150287.9605271504,debit,Jakarta,0
25170,2024-09-18,Gaji,2015450.5543250958,credit,Medan,0
25171,2024-02-08,Pembelian,2471021.666071476,debit,Jakarta,0
25172,2024-01-11,Penjualan,2303904.5920842714,credit,Medan,0
25173,2024-04-21,Kas,2267468.2054137257,credit,Jakarta,0
25174,2024-04-17,Pembelian,1954765.3786603294,credit,Surabaya,0
25175,2024-04-03,Gaji,994171.0477358985,credit,Medan,0
25176,2024-11-06,Pembelian,1662968.1259602383,debit,Medan,0
25177,2024-03-24,Pembelian,1918418.908363135,credit,Surabaya,0
25178,2024-02-27,Gaji,2291551.1553571257,credit,Medan,0
25179,2024-10-19,Gaji,2429463.6776869865,credit,Medan,0
25180,2024-01-16,Kas,976103.5358727878,credit,Medan,0
25181,2024-11-21,Penjualan,1780435.6755930642,debit,Medan,0
25182,2024-04-02,Biaya Operasional,2451626.0952416835,debit,Bandung,0
25183,2024-06-13,Biaya Operasional,1826273.8348263137,debit,Jakarta,0
25184,2024-08-02,Biaya Operasional,2169847.959292602,debit,Surabaya,0
25185,2024-05-23,Kas,1904839.4525589093,credit,Surabaya,0
25186,2024-09-30,Pembelian,1365008.335082666,credit,Bandung,0
25187,2024-05-17,Gaji,1943106.9339292282,debit,Jakarta,0
25188,2024-07-22,Penjualan,1138359.661432343,credit,Jakarta,0
25189,2024-10-28,Biaya Operasional,2653710.0328222807,debit,Surabaya,0
25190,2024-07-28,Penjualan,1884204.477509488,credit,Surabaya,0
25191,2024-01-19,Penjualan,2198587.0699968454,debit,Jakarta,0
25192,2024-10-20,Gaji,1130177.148801793,credit,Surabaya,0
25193,2024-10-19,Kas,1769879.3558335318,debit,Surabaya,0
25194,2024-10-27,Gaji,1689566.3743561003,debit,Medan,0
25195,2024-06-10,Kas,1805047.026241301,credit,Jakarta,0
25196,2024-05-09,Gaji,1657847.4054581015,debit,Medan,1
25197,2024-02-13,Penjualan,2391512.4468152933,debit,Jakarta,0
25198,2024-12-18,Biaya Operasional,2021805.1004964556,credit,Bandung,0
